corpus_row,google_volume_id,title,author,bucket,reason,existing_audit_tier
372,ZEEPAQAAMAAJ,The Analysis of Financial Statements,Harry George Guthmann,NEEDS_JUDGE,"no annotation, no verdict yet",
373,owAdAAAAIAAJ,Badger on Investment Principles and Practices,Ralph Eastman Badger,NEEDS_JUDGE,"no annotation, no verdict yet",
374,eUU6AAAAMAAJ,Sources of Investment Information,Special Libraries Association. Exhibit Committee,NEEDS_JUDGE,"no annotation, no verdict yet",
375,VOC2AAAAIAAJ,Handbook of International Accounting,Frederick D. S. Choi,NEEDS_JUDGE,"no annotation, no verdict yet",
376,vm5aAAAAYAAJ,Insurance Company Investment Management Handbook,"Edmund A. Mennis, Stanley D. Ryals",NEEDS_JUDGE,"no annotation, no verdict yet",
377,pNOxAAAAIAAJ,Venture's Guide to Investing in Private Companies,"Arthur Lipper, George Ryan",NEEDS_JUDGE,"no annotation, no verdict yet",
378,V3u3AAAAIAAJ,Techniques of Financial Analysis,Erich A. Helfert,NEEDS_JUDGE,"no annotation, no verdict yet",
379,GXj9zOzLur0C,The Evening Sessions,University of Toledo,NEEDS_JUDGE,"no annotation, no verdict yet",
380,tdJOAQAAMAAJ,Investment Basics,Joyce Edna Jones,NEEDS_JUDGE,"no annotation, no verdict yet",
381,F1EPAQAAMAAJ,Understanding Financial Statements,"Lyn M. Fraser, Aileen Ormiston",NEEDS_JUDGE,"no annotation, no verdict yet",
382,uPxCAAAAIAAJ,Analyzing Financial Statements,Stephen Gilman,NEEDS_JUDGE,"no annotation, no verdict yet",
383,OHrPAAAAMAAJ,An Analysis of Investment Banking for Vocational Guidance,Investment Bankers Association of America. Education Committee,NEEDS_JUDGE,"no annotation, no verdict yet",
384,KWkUAAAAIAAJ,Annual Report of the President of the University for the Year Ending ...,Stanford University,NEEDS_JUDGE,"no annotation, no verdict yet",
385,X8NHAAAAIAAJ,The Analysis of Financial Statements,Aaron Morton Sakolski,NEEDS_JUDGE,"no annotation, no verdict yet",
386,ri79a3ckTX8C,Moody's Analyses of Railroad Investments,John Sherman Porter,NEEDS_JUDGE,"no annotation, no verdict yet",
387,ADAUAQAAMAAJ,An Analysis of Issues Related to Criteria for Determining Materiality,Financial Accounting Standards Board,NEEDS_JUDGE,"no annotation, no verdict yet",
388,P7ALAQAAIAAJ,Ratio Analysis of Financial Statements,"Alexander Wall, Raymond William Duning",NEEDS_JUDGE,"no annotation, no verdict yet",
389,21g6AQAAMAAJ,Investment Analysis,Walter Edwards Lagerquist,NEEDS_JUDGE,"no annotation, no verdict yet",
390,mHFIAQAAMAAJ,2400 Business Books and Guide to Business Literature,New Jersey. Public Library,NEEDS_JUDGE,"no annotation, no verdict yet",
391,jjJCAQAAMAAJ,2400 Business Books,"Newark Public Library. Business Branch, Linda Huckel Morley, Adelaide Cecilia Knight",NEEDS_JUDGE,"no annotation, no verdict yet",
392,_xY7AQAAMAAJ,"2100 Business Books, and Guide to Business Literature",Newark Public Library. Business Branch,NEEDS_JUDGE,"no annotation, no verdict yet",
393,UIEYAAAAIAAJ,Barron's Finance & Investment Handbook,"John Downes, Jordan Elliot Goodman",NEEDS_JUDGE,"no annotation, no verdict yet",
394,P2MiAQAAMAAJ,Coordination of Investments in Transport Infrastructures,Commission of the European Communities,NEEDS_JUDGE,"no annotation, no verdict yet",
395,X4RFAAAAYAAJ,Models for Investors in Real World Markets,"James R. Thompson, Edward E. Williams, M. Chapman Findlay, III",NEEDS_JUDGE,"no annotation, no verdict yet",
396,pVIUAQAAMAAJ,Analysis of Industrial Securities,Carl Kraft,NEEDS_JUDGE,"no annotation, no verdict yet",
397,tEYUAQAAMAAJ,"Audits of Investment Companies, with Conforming Changes as of May 1, 1994",American Institute of Certified Public Accountants. Investment Companies Special Committee,NEEDS_JUDGE,"no annotation, no verdict yet",
398,u2m4EAAAQBAJ,The Quant Trader's Handbook,Josh Luberisse,NEEDS_JUDGE,"no annotation, no verdict yet",
399,GVTHEQAAQBAJ,The 3-Level Bitcoin & Crypto Investing Framework,Andreas Tulong,NEEDS_JUDGE,"no annotation, no verdict yet",
400,gARFAAAAYAAJ,"Applied Commodity Price Analysis, Forecasting, and Risk Management",NCR-134 (Committee : U.S.). Conference,NEEDS_JUDGE,"no annotation, no verdict yet",
401,8EAfAQAAIAAJ,Forecasting Volatility in the Financial Markets,"John Knight, Stephen Satchell",NEEDS_JUDGE,"no annotation, no verdict yet",
402,3NHs46dQsqcC,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,NEEDS_JUDGE,"no annotation, no verdict yet",
403,wP8fIoP0NrMC,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,NEEDS_JUDGE,"no annotation, no verdict yet",
404,s55ya9gwYTQC,Optimal Execution of Multiasset Block Orders Under Stochastic Liquidity,"Naoki Makimoto, Yoshihiko Sugihara",NEEDS_JUDGE,"no annotation, no verdict yet",
405,U2laAAAAYAAJ,Microstructure,Hans R. Stoll,NEEDS_JUDGE,"no annotation, no verdict yet",
406,u6i3AAAAIAAJ,The Dow Jones-Irwin Guide to Trading Systems,Bruce Babcock,NEEDS_JUDGE,"no annotation, no verdict yet",
407,--LHAAAAIAAJ,Risk Management and Financial Derivatives,Satyajit Das,NEEDS_JUDGE,"no annotation, no verdict yet",
408,at0PAQAAMAAJ,Technical Traders Guide to Computer Analysis of the Futures Markets,"Charles Lebeau, David W. Lucas",NEEDS_JUDGE,"no annotation, no verdict yet",
409,dQm4AAAAIAAJ,Global Equity Markets,Robert Alan Schwartz,NEEDS_JUDGE,"no annotation, no verdict yet",
410,WtdKAQAAIAAJ,Proposals for a Securities Market Law for Canada: Background papers,"Philip Anisman, Canada. Department of Consumer and Corporate Affairs",NEEDS_JUDGE,"no annotation, no verdict yet",
411,Q_AJAQAAMAAJ,The New Laws of the Stock Market Jungle,Michael J. Panzner,NEEDS_JUDGE,"no annotation, no verdict yet",
412,ZYDAEQAAQBAJ,Trading Forex by Liquidity,Konstantin Titov,NEEDS_JUDGE,"no annotation, no verdict yet",
413,ZB6hEQAAQBAJ,Crypto Market Microstructure,Victor Trex,NEEDS_JUDGE,"no annotation, no verdict yet",
414,qi8izwEACAAJ,Optimal Trade Execution Under Stochastic Volatility and Liquidity,Patrick Cheridito,NEEDS_JUDGE,"no annotation, no verdict yet",
415,4MoazwEACAAJ,"Liquidity, Resiliency and Market Quality Around Predictable Trades",Hendrik Bessembinder,NEEDS_JUDGE,"no annotation, no verdict yet",
416,QGzozgEACAAJ,Hidden Liquidity,Bidisha Chakrabarty,NEEDS_JUDGE,"no annotation, no verdict yet",
417,SL6cEQAAQBAJ,"Trade Like a Rebel vol. 5 Pro Tools Margin, Leverage & Execution",FlexMind,NEEDS_JUDGE,"no annotation, no verdict yet",
418,3-azEQAAQBAJ,Mastering Forex Spread Dynamics,Konstantin Titov,NEEDS_JUDGE,"no annotation, no verdict yet",
419,f3G6EQAAQBAJ,Trade the Wild FX Exotics,Konstantin Titov,NEEDS_JUDGE,"no annotation, no verdict yet",
420,Rk13rgEACAAJ,The Intelligent Investor,Benjamin Graham,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
421,TnrrDwAAQBAJ,The Psychology of Money,Morgan Housel,AUTO_KEEP,pinned roadmap anchor,
422,8SL6VVMa9AcC,Trading in the Zone,Mark Douglas,AUTO_KEEP,"manual annotation (5 anns, max strength 1.0)",
423,Z9GNzwEACAAJ,Big Debt Crises,Ray Dalio,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
424,t-TQCwAAQBAJ,Trading and Exchanges,Larry Harris,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
425,5NAZE-RBJoEC,Trade Your Way to Financial Freedom,Van K. Tharp,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
426,mna7CdjGdcYC,Come Into My Trading Room,Alexander Elder,AUTO_KEEP,"manual annotation (13 anns, max strength 1.0)",
427,237PaZVtDjMC,The New Sell and Sell Short,Alexander Elder,AUTO_KEEP,"manual annotation (9 anns, max strength 1.0)",
428,rSkyvwEACAAJ,Entries & Exits,Alexander Elder,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
429,jbD47VkOHAEC,Evidence-Based Technical Analysis,David Aronson,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
430,pSUJAQAAMAAJ,Market Wizards,Jack D. Schwager,AUTO_KEEP,"manual annotation (9 anns, max strength 1.0)",
431,3cioifqOLxkC,A Random Walk Down Wall Street,Burton Gordon Malkiel,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
432,hMY2DwAAQBAJ,The Little Book of Common Sense Investing,John C. Bogle,AUTO_KEEP,pinned roadmap anchor,
433,NYh93U24mesC,The Little Book That Builds Wealth,Pat Dorsey,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
434,cb6_SJN09qoC,The Four Pillars of Investing,William J. Bernstein,AUTO_KEEP,"manual annotation (12 anns, max strength 1.0)",
435,bju_QwAACAAJ,Security Analysis,"Benjamin Graham, David Le Fevre Dodd",AUTO_KEEP,"manual annotation (12 anns, max strength 1.0)",
436,1QpjAAAACAAJ,Margin of Safety,Seth A. Klarman,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
437,njy3PQAACAAJ,The Essays of Warren Buffett,Warren Buffett,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
438,AKwWNQjLQQ4C,Common Stocks and Uncommon Profits,Philip A. Fisher,AUTO_KEEP,"manual annotation (12 anns, max strength 1.0)",
439,TYOdIrFJ2SkC,One Up On Wall Street,Peter Lynch,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
440,2n0VImAHVv0C,The Most Important Thing,Howard Marks,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
441,66xTDwAAQBAJ,You Can Be a Stock Market Genius,Joel Greenblatt,AUTO_KEEP,"manual annotation (12 anns, max strength 1.0)",
442,dkeyU_3FhsMC,The Little Book That Beats the Market,Joel Greenblatt,AUTO_KEEP,"manual annotation (8 anns, max strength 1.0)",
443,2unAEAAAQBAJ,Poor Charlie’s Almanack,Charles T. Munger,AUTO_KEEP,"manual annotation (9 anns, max strength 1.0)",
444,XCL9bkrOrpcC,Equity Asset Valuation,"Jerald E. Pinto, Elaine Henry, Thomas R. Robinson, John D. Stowe",AUTO_KEEP,"manual annotation (7 anns, max strength 1.0)",
445,sLQhYjndgwEC,Investment Valuation,Aswath Damodaran,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
446,3MPnCgAAQBAJ,Quality Investing,"Torkell T. Eide, Patrick Hargreaves, Lawrence A. Cunningham",AUTO_KEEP,"manual annotation (5 anns, max strength 1.0)",
447,tH4MwgEACAAJ,Financial Shenanigans,"Howard M. Schilit, Yoni Engelhart, Jeremy Perler",AUTO_KEEP,"manual annotation (3 anns, max strength 1.0)",
448,vGk00l8PqeMC,Common Sense on Mutual Funds,John C. Bogle,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
449,vpsrAQAAMAAJ,All About Asset Allocation,Richard Ferri,AUTO_KEEP,"manual annotation (9 anns, max strength 1.0)",
450,P7TCSLpJ7AYC,Asset Allocation: Balancing Financial Risk,Roger C. Gibson,AUTO_KEEP,"manual annotation (8 anns, max strength 1.0)",
451,lujLawVLS3YC,Fixed Income Analysis,Frank J. Fabozzi,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
452,G17OAwAAQBAJ,The Bogleheads' Guide to Investing,"Mel Lindauer, Taylor Larimore, Michael LeBoeuf",AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
453,SBmyEAAAQBAJ,"Manias, Panics, and Crashes","Robert Z. Aliber, Charles P. Kindleberger, Robert N. McCauley",AUTO_KEEP,"manual annotation (9 anns, max strength 1.0)",
454,Iihe6s0XincC,This Time Is Different,"Carmen M. Reinhart, Kenneth S. Rogoff",AUTO_KEEP,"manual annotation (7 anns, max strength 1.0)",
455,qxkiYul2wgoC,The Alchemy of Finance,George Soros,AUTO_KEEP,"manual annotation (10 anns, max strength 1.0)",
456,fljfDwAAQBAJ,Principles for Dealing with the Changing World Order,Ray Dalio,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
457,4ZmxzMrGRf4C,Lords of Finance,Liaquat Ahamed,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
458,oV1tXT3HigoC,"Thinking, Fast and Slow",Daniel Kahneman,AUTO_KEEP,"manual annotation (5 anns, max strength 1.0)",
459,uzkX3Vpj3ywC,Fooled by Randomness,Nassim Nicholas Taleb,AUTO_KEEP,"manual annotation (5 anns, max strength 1.0)",
460,-gXKAgAAQBAJ,Japanese Candlestick Charting Techniques,Steve Nison,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
461,i2j3nQEACAAJ,Market Microstructure in Practice,"Charles-Albert Lehalle, Sophie Laruelle",AUTO_KEEP,"manual annotation (7 anns, max strength 1.0)",
462,CMybzwEACAAJ,Algorithmic Trading & DMA,Barry Johnson (analiza finansowa),AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
463,NZlV0M5Ije4C,Quantitative Trading,Ernie Chan,AUTO_KEEP,"manual annotation (11 anns, max strength 1.0)",
464,y3dxCgAAQBAJ,Systematic Trading,Robert Carver,AUTO_KEEP,"manual annotation (14 anns, max strength 1.0)",
465,psSLKgV8IO4C,The Outsiders,William Thorndike,AUTO_KEEP,"manual annotation (3 anns, max strength 1.0)",
466,mNcBEAAAQBAJ,Value Investing,"Bruce C. Greenwald, Judd Kahn, Erin Bellissimo, Mark A. Cooper, Tano Santos",AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
467,5EhKCgAAQBAJ,Valuation,"McKinsey & Company Inc., Tim Koller, Marc Goedhart, David Wessels",AUTO_KEEP,"manual annotation (8 anns, max strength 1.0)",
468,4vrIAgAAQBAJ,Against the Gods,Peter L. Bernstein,AUTO_KEEP,"manual annotation (6 anns, max strength 1.0)",
