corpus_row,google_volume_id,title,author,dedup_norm_key,duplicate_group,group_size,is_canonical,suggested_canonical_title
338,VM6RAAAAIAAJ,Annual Report,Mitsubishi Tōkyō Fainansharu Gurūpu,annual report|gurūpu,330,1,True,Annual Report
339,0W9aAAAAYAAJ,INFORMS Annual Meeting,Institute for Operations Research and the Management Sciences. National Meeting,informs annual meeting|research,331,1,True,INFORMS Annual Meeting
340,6GNaAAAAYAAJ,Consultants and Consulting Organizations Directory,Janice W. McLean,consultants consulting organizations directory|mclean,332,1,True,Consultants and Consulting Organizations Directory
341,GgIrEQAAQBAJ,Building Algorithmic Trading Systems,William Johnson,building algorithmic trading systems|johnson,333,1,True,Building Algorithmic Trading Systems
342,QY0qEQAAQBAJ,Financial Econometrics,William Johnson,financial econometrics|johnson,334,1,True,Financial Econometrics
343,nuoJAQAAMAAJ,Continuous-time Methods and Market Microstructure,Andrew Wen-Chuan Lo,continuous time methods market microstructure|lo,335,1,True,Continuous-time Methods and Market Microstructure
344,Hju3AAAAIAAJ,Market Microstructure and Market Liquidity,"Jun Muranaga, Tokiko Shimizu",market microstructure market liquidity|muranaga,336,1,True,Market Microstructure and Market Liquidity
345,Wa4-rpTArC0C,Econometric Models of Limit-order Executions,"Andrew Wen-Chuan Lo, Archie Craig MacKinlay, June Zhang",econometric models limit order executions|lo,337,1,True,Econometric Models of Limit-order Executions
346,TDu3AAAAIAAJ,Expectations and Market Microstructure when Liquidity is Lost,"Jun Muranaga, Tokiko Shimizu",expectations market microstructure when liquidity is lost|muranaga,338,1,True,Expectations and Market Microstructure when Liquidity is Lost
347,0i0-AQAAIAAJ,The Law and Economics of Best Execution,Jonathan R. Macey,law economics best execution|macey,339,1,True,The Law and Economics of Best Execution
348,U19JS5EWBA4C,The Microstructure of Securities Markets,Kalman J. Cohen,microstructure securities markets|cohen,340,1,True,The Microstructure of Securities Markets
349,kMfvaoBR7CgC,The Flow of Information in Financial Markets,Allan A. Zebedee,flow information financial markets|zebedee,341,1,True,The Flow of Information in Financial Markets
350,mTsojU123lMC,Journal of Financial Economics,"Graduate School of Management, Harvard University, University of Rochester",journal financial economics|management,342,1,True,Journal of Financial Economics
351,5vPukh99wHkC,An Intraday Analysis of Stock Market Liquidity,Joe Lange,intraday analysis stock market liquidity|lange,343,1,True,An Intraday Analysis of Stock Market Liquidity
352,JlBJAAAAYAAJ,Transaction Costs and Institutional Investor Trading Strategies,"Robert Alan Schwartz, David K. Whitcomb",transaction costs institutional investor trading strategies|schwartz,344,1,True,Transaction Costs and Institutional Investor Trading Strategies
353,-B5NAQAAMAAJ,"An Analysis of Market Organization, Order Strategy and Market Quality",Gail Michele Belonsky,analysis market organization order strategy market quality|belonsky,345,1,True,"An Analysis of Market Organization, Order Strategy and Market Quality"
354,brAsAQAAIAAJ,Financial Futures and Options Markets,Robert T. Daigler,financial futures options markets|daigler,346,1,True,Financial Futures and Options Markets
355,mDLHDRtFVEgC,Effects of Trading Halt System on Market Functioning,"Jun Muranaga, Tokiko Shimizu",effects trading halt system market functioning|muranaga,347,1,True,Effects of Trading Halt System on Market Functioning
356,78EiAQAAMAAJ,An Ordered Probit Analysis of Transaction Stock Prices,"Jerry A. Hausman, Andrew Wen-Chuan Lo, Archie Craig MacKinlay",ordered probit analysis transaction stock prices|hausman,348,1,True,An Ordered Probit Analysis of Transaction Stock Prices
357,BfS3AAAAIAAJ,International Investments,Bruno H. Solnik,international investments|solnik,349,1,True,International Investments
358,xKlHAAAAYAAJ,Limit Order Book as a Market for Liquidity,"Thierry Foucault, Ohad Kadan, Eugene Kandel",limit order book as market liquidity|foucault,350,1,True,Limit Order Book as a Market for Liquidity
359,UM8JAQAAMAAJ,Performance of International Securities Markets,Heiko Schmiedel,performance international securities markets|schmiedel,351,1,True,Performance of International Securities Markets
360,YVVSAQAAIAAJ,Regulating Exchanges and Alternative Trading Systems,"Jonathan R. Macey, Maureen O'Hara",regulating exchanges alternative trading systems|macey,352,1,True,Regulating Exchanges and Alternative Trading Systems
361,4pbwAAAAMAAJ,Share Liquidity and Corporate Efforts to Enhance it,Maria Gårdängen,share liquidity corporate efforts enhance it|gårdängen,353,1,True,Share Liquidity and Corporate Efforts to Enhance it
362,57fuAAAAMAAJ,Financial Modelling,Andrzej M. J. Skulimowski,financial modelling|skulimowski,354,1,True,Financial Modelling
363,_rC3AAAAIAAJ,The Challenge of Information Technology for the Securities Markets,Salomon Brothers Center for the Study of Financial Institutions,challenge information technology securities markets|institutions,355,1,True,The Challenge of Information Technology for the Securities Markets
364,ZerzAAAAMAAJ,Financial Statement Analysis and Security Valuation,Stephen H. Penman,financial statement analysis security valuation|penman,189,2,False,Financial Statement Analysis and Security Valuation
365,a1EPAQAAMAAJ,Financial Statement Analysis,Charles H. Gibson,financial statement analysis|gibson,356,1,True,Financial Statement Analysis
366,KGgPAQAAMAAJ,Financial Statement Analysis,"Ray Ball, S. P. Kothari",financial statement analysis|ball,357,1,True,Financial Statement Analysis
367,8TwPAQAAMAAJ,Financial Reporting and Statement Analysis,Clyde P. Stickney,financial reporting statement analysis|stickney,358,1,True,Financial Reporting and Statement Analysis
368,Tg9LAAAAYAAJ,Analysis of American and Canadian Securities for the Use of English Investors,Kenneth Ffarington Bellairs,analysis american canadian securities use english investors|bellairs,359,1,True,Analysis of American and Canadian Securities for the Use of English Investors
369,c-m2AAAAIAAJ,Financial Statement Analysis,Leopold A. Bernstein,financial statement analysis|bernstein,360,1,True,Financial Statement Analysis
370,EmYPAQAAMAAJ,Modern Strategy for Successful Investing,"Keith V. Smith, David K. Eiteman",modern strategy successful investing|smith,361,1,True,Modern Strategy for Successful Investing
371,UuBDAQAAIAAJ,Practical Financial Statement Analysis,Roy A. Foulke,practical financial statement analysis|foulke,362,1,True,Practical Financial Statement Analysis
372,ZEEPAQAAMAAJ,The Analysis of Financial Statements,Harry George Guthmann,analysis financial statements|guthmann,363,1,True,The Analysis of Financial Statements
373,owAdAAAAIAAJ,Badger on Investment Principles and Practices,Ralph Eastman Badger,badger investment principles practices|badger,364,1,True,Badger on Investment Principles and Practices
374,eUU6AAAAMAAJ,Sources of Investment Information,Special Libraries Association. Exhibit Committee,sources investment information|committee,365,1,True,Sources of Investment Information
375,VOC2AAAAIAAJ,Handbook of International Accounting,Frederick D. S. Choi,handbook international accounting|choi,366,1,True,Handbook of International Accounting
376,vm5aAAAAYAAJ,Insurance Company Investment Management Handbook,"Edmund A. Mennis, Stanley D. Ryals",insurance company investment management handbook|mennis,367,1,True,Insurance Company Investment Management Handbook
377,pNOxAAAAIAAJ,Venture's Guide to Investing in Private Companies,"Arthur Lipper, George Ryan",venture s guide investing private companies|lipper,368,1,True,Venture's Guide to Investing in Private Companies
378,V3u3AAAAIAAJ,Techniques of Financial Analysis,Erich A. Helfert,techniques financial analysis|helfert,369,1,True,Techniques of Financial Analysis
379,GXj9zOzLur0C,The Evening Sessions,University of Toledo,evening sessions|toledo,370,1,True,The Evening Sessions
380,tdJOAQAAMAAJ,Investment Basics,Joyce Edna Jones,investment basics|jones,371,1,True,Investment Basics
381,F1EPAQAAMAAJ,Understanding Financial Statements,"Lyn M. Fraser, Aileen Ormiston",understanding financial statements|fraser,372,1,True,Understanding Financial Statements
382,uPxCAAAAIAAJ,Analyzing Financial Statements,Stephen Gilman,analyzing financial statements|gilman,373,1,True,Analyzing Financial Statements
383,OHrPAAAAMAAJ,An Analysis of Investment Banking for Vocational Guidance,Investment Bankers Association of America. Education Committee,analysis investment banking vocational guidance|committee,374,1,True,An Analysis of Investment Banking for Vocational Guidance
384,KWkUAAAAIAAJ,Annual Report of the President of the University for the Year Ending ...,Stanford University,annual report president university year ending|university,375,1,True,Annual Report of the President of the University for the Year Ending ...
385,X8NHAAAAIAAJ,The Analysis of Financial Statements,Aaron Morton Sakolski,analysis financial statements|sakolski,376,1,True,The Analysis of Financial Statements
386,ri79a3ckTX8C,Moody's Analyses of Railroad Investments,John Sherman Porter,moody s analyses railroad investments|porter,377,1,True,Moody's Analyses of Railroad Investments
387,ADAUAQAAMAAJ,An Analysis of Issues Related to Criteria for Determining Materiality,Financial Accounting Standards Board,analysis issues related criteria determining materiality|board,378,1,True,An Analysis of Issues Related to Criteria for Determining Materiality
388,P7ALAQAAIAAJ,Ratio Analysis of Financial Statements,"Alexander Wall, Raymond William Duning",ratio analysis financial statements|wall,379,1,True,Ratio Analysis of Financial Statements
389,21g6AQAAMAAJ,Investment Analysis,Walter Edwards Lagerquist,investment analysis|lagerquist,380,1,True,Investment Analysis
390,mHFIAQAAMAAJ,2400 Business Books and Guide to Business Literature,New Jersey. Public Library,2400 business books guide business literature|library,381,1,True,2400 Business Books and Guide to Business Literature
391,jjJCAQAAMAAJ,2400 Business Books,"Newark Public Library. Business Branch, Linda Huckel Morley, Adelaide Cecilia Knight",2400 business books|branch,382,1,True,2400 Business Books
392,_xY7AQAAMAAJ,"2100 Business Books, and Guide to Business Literature",Newark Public Library. Business Branch,2100 business books guide business literature|branch,383,1,True,"2100 Business Books, and Guide to Business Literature"
393,UIEYAAAAIAAJ,Barron's Finance & Investment Handbook,"John Downes, Jordan Elliot Goodman",barron s finance investment handbook|downes,384,1,True,Barron's Finance & Investment Handbook
394,P2MiAQAAMAAJ,Coordination of Investments in Transport Infrastructures,Commission of the European Communities,coordination investments transport infrastructures|communities,385,1,True,Coordination of Investments in Transport Infrastructures
395,X4RFAAAAYAAJ,Models for Investors in Real World Markets,"James R. Thompson, Edward E. Williams, M. Chapman Findlay, III",models investors real world markets|thompson,386,1,True,Models for Investors in Real World Markets
396,pVIUAQAAMAAJ,Analysis of Industrial Securities,Carl Kraft,analysis industrial securities|kraft,387,1,True,Analysis of Industrial Securities
397,tEYUAQAAMAAJ,"Audits of Investment Companies, with Conforming Changes as of May 1, 1994",American Institute of Certified Public Accountants. Investment Companies Special Committee,audits investment companies with conforming changes as may 1 1994|committee,388,1,True,"Audits of Investment Companies, with Conforming Changes as of May 1, 1994"
398,u2m4EAAAQBAJ,The Quant Trader's Handbook,Josh Luberisse,quant trader s handbook|luberisse,389,1,True,The Quant Trader's Handbook
399,GVTHEQAAQBAJ,The 3-Level Bitcoin & Crypto Investing Framework,Andreas Tulong,3 level bitcoin crypto investing framework|tulong,390,1,True,The 3-Level Bitcoin & Crypto Investing Framework
400,gARFAAAAYAAJ,"Applied Commodity Price Analysis, Forecasting, and Risk Management",NCR-134 (Committee : U.S.). Conference,applied commodity price analysis forecasting risk management|conference,391,1,True,"Applied Commodity Price Analysis, Forecasting, and Risk Management"
401,8EAfAQAAIAAJ,Forecasting Volatility in the Financial Markets,"John Knight, Stephen Satchell",forecasting volatility financial markets|knight,392,1,True,Forecasting Volatility in the Financial Markets
402,3NHs46dQsqcC,Market Integration and Price Execution for NYSE-listed Securities,Charles M. C. Lee,market integration price execution nyse listed securities|lee,393,1,True,Market Integration and Price Execution for NYSE-listed Securities
403,wP8fIoP0NrMC,Purchase of Order Flows and Favorable Executions,Charles M. C. Lee,purchase order flows favorable executions|lee,394,1,True,Purchase of Order Flows and Favorable Executions
404,s55ya9gwYTQC,Optimal Execution of Multiasset Block Orders Under Stochastic Liquidity,"Naoki Makimoto, Yoshihiko Sugihara",optimal execution multiasset block orders under stochastic liquidity|makimoto,395,1,True,Optimal Execution of Multiasset Block Orders Under Stochastic Liquidity
405,U2laAAAAYAAJ,Microstructure,Hans R. Stoll,microstructure|stoll,396,1,True,Microstructure
406,u6i3AAAAIAAJ,The Dow Jones-Irwin Guide to Trading Systems,Bruce Babcock,dow jones irwin guide trading systems|babcock,397,1,True,The Dow Jones-Irwin Guide to Trading Systems
407,--LHAAAAIAAJ,Risk Management and Financial Derivatives,Satyajit Das,risk management financial derivatives|das,398,1,True,Risk Management and Financial Derivatives
408,at0PAQAAMAAJ,Technical Traders Guide to Computer Analysis of the Futures Markets,"Charles Lebeau, David W. Lucas",technical traders guide computer analysis futures markets|lebeau,399,1,True,Technical Traders Guide to Computer Analysis of the Futures Markets
409,dQm4AAAAIAAJ,Global Equity Markets,Robert Alan Schwartz,global equity markets|schwartz,400,1,True,Global Equity Markets
410,WtdKAQAAIAAJ,Proposals for a Securities Market Law for Canada: Background papers,"Philip Anisman, Canada. Department of Consumer and Corporate Affairs",proposals securities market law canada|anisman,401,1,True,Proposals for a Securities Market Law for Canada: Background papers
411,Q_AJAQAAMAAJ,The New Laws of the Stock Market Jungle,Michael J. Panzner,laws stock market jungle|panzner,402,1,True,The New Laws of the Stock Market Jungle
412,ZYDAEQAAQBAJ,Trading Forex by Liquidity,Konstantin Titov,trading forex by liquidity|titov,403,1,True,Trading Forex by Liquidity
413,ZB6hEQAAQBAJ,Crypto Market Microstructure,Victor Trex,crypto market microstructure|trex,404,1,True,Crypto Market Microstructure
414,qi8izwEACAAJ,Optimal Trade Execution Under Stochastic Volatility and Liquidity,Patrick Cheridito,optimal trade execution under stochastic volatility liquidity|cheridito,405,1,True,Optimal Trade Execution Under Stochastic Volatility and Liquidity
415,4MoazwEACAAJ,"Liquidity, Resiliency and Market Quality Around Predictable Trades",Hendrik Bessembinder,liquidity resiliency market quality around predictable trades|bessembinder,406,1,True,"Liquidity, Resiliency and Market Quality Around Predictable Trades"
416,QGzozgEACAAJ,Hidden Liquidity,Bidisha Chakrabarty,hidden liquidity|chakrabarty,407,1,True,Hidden Liquidity
417,SL6cEQAAQBAJ,"Trade Like a Rebel vol. 5 Pro Tools Margin, Leverage & Execution",FlexMind,trade like rebel 5 pro tools margin leverage execution|flexmind,408,1,True,"Trade Like a Rebel vol. 5 Pro Tools Margin, Leverage & Execution"
418,3-azEQAAQBAJ,Mastering Forex Spread Dynamics,Konstantin Titov,mastering forex spread dynamics|titov,409,1,True,Mastering Forex Spread Dynamics
419,f3G6EQAAQBAJ,Trade the Wild FX Exotics,Konstantin Titov,trade wild fx exotics|titov,410,1,True,Trade the Wild FX Exotics
420,Rk13rgEACAAJ,The Intelligent Investor,Benjamin Graham,intelligent investor|graham,411,1,True,The Intelligent Investor
421,TnrrDwAAQBAJ,The Psychology of Money,Morgan Housel,psychology money|housel,412,1,True,The Psychology of Money
422,8SL6VVMa9AcC,Trading in the Zone,Mark Douglas,trading zone|douglas,413,1,True,Trading in the Zone
423,Z9GNzwEACAAJ,Big Debt Crises,Ray Dalio,big debt crises|dalio,414,1,True,Big Debt Crises
424,t-TQCwAAQBAJ,Trading and Exchanges,Larry Harris,trading exchanges|harris,415,1,True,Trading and Exchanges
425,5NAZE-RBJoEC,Trade Your Way to Financial Freedom,Van K. Tharp,trade your way financial freedom|tharp,416,1,True,Trade Your Way to Financial Freedom
426,mna7CdjGdcYC,Come Into My Trading Room,Alexander Elder,come into my trading room|elder,417,1,True,Come Into My Trading Room
427,237PaZVtDjMC,The New Sell and Sell Short,Alexander Elder,sell sell short|elder,418,1,True,The New Sell and Sell Short
428,rSkyvwEACAAJ,Entries & Exits,Alexander Elder,entries exits|elder,419,1,True,Entries & Exits
429,jbD47VkOHAEC,Evidence-Based Technical Analysis,David Aronson,evidence based technical analysis|aronson,420,1,True,Evidence-Based Technical Analysis
430,pSUJAQAAMAAJ,Market Wizards,Jack D. Schwager,market wizards|schwager,421,1,True,Market Wizards
431,3cioifqOLxkC,A Random Walk Down Wall Street,Burton Gordon Malkiel,random walk down wall street|malkiel,422,1,True,A Random Walk Down Wall Street
432,hMY2DwAAQBAJ,The Little Book of Common Sense Investing,John C. Bogle,little book common sense investing|bogle,423,1,True,The Little Book of Common Sense Investing
433,NYh93U24mesC,The Little Book That Builds Wealth,Pat Dorsey,little book that builds wealth|dorsey,424,1,True,The Little Book That Builds Wealth
434,cb6_SJN09qoC,The Four Pillars of Investing,William J. Bernstein,four pillars investing|bernstein,425,1,True,The Four Pillars of Investing
435,bju_QwAACAAJ,Security Analysis,"Benjamin Graham, David Le Fevre Dodd",security analysis|graham,426,1,True,Security Analysis
436,1QpjAAAACAAJ,Margin of Safety,Seth A. Klarman,margin safety|klarman,427,1,True,Margin of Safety
437,njy3PQAACAAJ,The Essays of Warren Buffett,Warren Buffett,essays warren buffett|buffett,428,1,True,The Essays of Warren Buffett
438,AKwWNQjLQQ4C,Common Stocks and Uncommon Profits,Philip A. Fisher,common stocks uncommon profits|fisher,429,1,True,Common Stocks and Uncommon Profits
439,TYOdIrFJ2SkC,One Up On Wall Street,Peter Lynch,one up wall street|lynch,430,1,True,One Up On Wall Street
440,2n0VImAHVv0C,The Most Important Thing,Howard Marks,most important thing|marks,431,1,True,The Most Important Thing
441,66xTDwAAQBAJ,You Can Be a Stock Market Genius,Joel Greenblatt,you can be stock market genius|greenblatt,432,1,True,You Can Be a Stock Market Genius
442,dkeyU_3FhsMC,The Little Book That Beats the Market,Joel Greenblatt,little book that beats market|greenblatt,433,1,True,The Little Book That Beats the Market
443,2unAEAAAQBAJ,Poor Charlie’s Almanack,Charles T. Munger,poor charlie s almanack|munger,434,1,True,Poor Charlie’s Almanack
444,XCL9bkrOrpcC,Equity Asset Valuation,"Jerald E. Pinto, Elaine Henry, Thomas R. Robinson, John D. Stowe",equity asset valuation|pinto,435,1,True,Equity Asset Valuation
445,sLQhYjndgwEC,Investment Valuation,Aswath Damodaran,investment valuation|damodaran,436,1,True,Investment Valuation
446,3MPnCgAAQBAJ,Quality Investing,"Torkell T. Eide, Patrick Hargreaves, Lawrence A. Cunningham",quality investing|eide,437,1,True,Quality Investing
447,tH4MwgEACAAJ,Financial Shenanigans,"Howard M. Schilit, Yoni Engelhart, Jeremy Perler",financial shenanigans|schilit,438,1,True,Financial Shenanigans
448,vGk00l8PqeMC,Common Sense on Mutual Funds,John C. Bogle,common sense mutual funds|bogle,439,1,True,Common Sense on Mutual Funds
449,vpsrAQAAMAAJ,All About Asset Allocation,Richard Ferri,all about asset allocation|ferri,440,1,True,All About Asset Allocation
450,P7TCSLpJ7AYC,Asset Allocation: Balancing Financial Risk,Roger C. Gibson,asset allocation|gibson,441,1,True,Asset Allocation: Balancing Financial Risk
451,lujLawVLS3YC,Fixed Income Analysis,Frank J. Fabozzi,fixed income analysis|fabozzi,442,1,True,Fixed Income Analysis
452,G17OAwAAQBAJ,The Bogleheads' Guide to Investing,"Mel Lindauer, Taylor Larimore, Michael LeBoeuf",bogleheads guide investing|lindauer,443,1,True,The Bogleheads' Guide to Investing
453,SBmyEAAAQBAJ,"Manias, Panics, and Crashes","Robert Z. Aliber, Charles P. Kindleberger, Robert N. McCauley",manias panics crashes|aliber,444,1,True,"Manias, Panics, and Crashes"
454,Iihe6s0XincC,This Time Is Different,"Carmen M. Reinhart, Kenneth S. Rogoff",this time is different|reinhart,445,1,True,This Time Is Different
455,qxkiYul2wgoC,The Alchemy of Finance,George Soros,alchemy finance|soros,446,1,True,The Alchemy of Finance
456,fljfDwAAQBAJ,Principles for Dealing with the Changing World Order,Ray Dalio,principles dealing with changing world order|dalio,447,1,True,Principles for Dealing with the Changing World Order
457,4ZmxzMrGRf4C,Lords of Finance,Liaquat Ahamed,lords finance|ahamed,448,1,True,Lords of Finance
458,oV1tXT3HigoC,"Thinking, Fast and Slow",Daniel Kahneman,thinking fast slow|kahneman,449,1,True,"Thinking, Fast and Slow"
459,uzkX3Vpj3ywC,Fooled by Randomness,Nassim Nicholas Taleb,fooled by randomness|taleb,450,1,True,Fooled by Randomness
460,-gXKAgAAQBAJ,Japanese Candlestick Charting Techniques,Steve Nison,japanese candlestick charting techniques|nison,451,1,True,Japanese Candlestick Charting Techniques
461,i2j3nQEACAAJ,Market Microstructure in Practice,"Charles-Albert Lehalle, Sophie Laruelle",market microstructure practice|lehalle,452,1,True,Market Microstructure in Practice
462,CMybzwEACAAJ,Algorithmic Trading & DMA,Barry Johnson (analiza finansowa),algorithmic trading dma|finansowa),453,1,True,Algorithmic Trading & DMA
463,NZlV0M5Ije4C,Quantitative Trading,Ernie Chan,quantitative trading|chan,454,1,True,Quantitative Trading
464,y3dxCgAAQBAJ,Systematic Trading,Robert Carver,systematic trading|carver,455,1,True,Systematic Trading
465,psSLKgV8IO4C,The Outsiders,William Thorndike,outsiders|thorndike,456,1,True,The Outsiders
466,mNcBEAAAQBAJ,Value Investing,"Bruce C. Greenwald, Judd Kahn, Erin Bellissimo, Mark A. Cooper, Tano Santos",value investing|greenwald,457,1,True,Value Investing
467,5EhKCgAAQBAJ,Valuation,"McKinsey & Company Inc., Tim Koller, Marc Goedhart, David Wessels",valuation|mckinsey,458,1,True,Valuation
468,4vrIAgAAQBAJ,Against the Gods,Peter L. Bernstein,against gods|bernstein,459,1,True,Against the Gods
