corpus_row,title,author,source,quality_tier,relevance_tier,confidence,keep_decision,judge_status,avg_rating_best,review_count_best,rating_source_best,evidence_urls,reason,red_flags,duplicate_group,suggested_canonical_title
207,Currency Kings: How Billionaire Traders Made their Fortune Trading Forex and How You Can Too,Ben Robson,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"Published by McGraw Hill Professional (credible publisher) and focused on forex trading with apparent case-study structure of billionaire traders, giving it some relevance and legitimacy. However, the subtitle 'How You Can Too' and promotional description language raise mild red flags typical of retail-targeted trading books. With no ratings, reviews, or web evidence available, there is insufficient data to confidently place this above REVIEW_C; a human reviewer should assess whether the content is substantive or primarily aspirational.",subtitle contains 'How You Can Too' pattern suggestive of aspirational/retail pitch; no ratings or web evidence available; description language leans promotional,199,Currency Kings: How Billionaire Traders Made their Fortune Trading Forex and How You Can Too
208,The Trading Systems Toolkit,Joe Krutsinger,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Published by McGraw Hill Professional in 1994, this is a specialist trading systems book covering construction, testing, and application of stock and futures systems — directly relevant to Atlas's scope. Joe Krutsinger is a known trading systems author from the 1990s era, and McGraw Hill is a credible publisher. Without ratings or web evidence, confidence is low, but the title, publisher, and description suggest legitimate specialist content warranting a KEEP_B pending further review.",no web evidence; no ratings available; 1994 publication may be dated,200,The Trading Systems Toolkit
209,Mastering Futures Trading,Bo Yoder,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Published by McGraw Hill Professional in 2004, this is a credible specialist text on futures trading strategy by Bo Yoder, covering trend identification and directional bias — directly relevant to Atlas's trading/markets scope. No ratings data is available and web evidence is absent, but the publisher and topic are solid indicators of reasonable quality. No red flags such as summary/workbook or hyperbolic claims are present. Assigned KEEP_B with low confidence pending further evidence.",,201,Mastering Futures Trading
210,International Directory of Company Histories,"Tina Grant, Thomas Derdak",metadata_only,DROP_D,low,medium,drop,ok,,,none,,"This is a multi-volume corporate history reference directory, not a book about investing, trading, financial markets, or macroeconomics. While it may have peripheral utility for business research, it is a library reference work rather than an educational or analytical text in Atlas's scope. The format (encyclopedia/directory) is not appropriate for a book recommender platform.",reference directory / encyclopedia format; not focused on investing/trading/markets/macro; multi-volume reference work not suited for Atlas book recommender,202,International Directory of Company Histories
211,Algorithmic FX & Currency Trading with Python,"Vincent Bisette, James Preston",metadata_only,DROP_D,medium,low,drop,ok,,,none,,"This book has no web evidence, no ratings, and is published by an independent/self-publisher with no established reputation. The authors (Vincent Bisette, James Preston) have no verifiable track record or credibility signals found. The 2026 date suggests it is either not yet published or very newly released with zero community validation. Without any evidence of quality, canonical status, or community recognition, this cannot be kept in Atlas.","Independently published with no web presence or reviews; Year listed as 2026 (future-dated, not yet published or very new); Unknown authors with no verifiable credentials found; No ratings, no citations, no reading-list mentions; Publisher listed as 'Independently Published' / 'Reactive Publishing' — low credibility signal",203,Algorithmic FX & Currency Trading with Python
212,Zero-Fee Illusion,Ada T. Thornhill,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic — Payment for Order Flow, zero-commission brokerages, and retail investor exploitation by HFT firms — is highly relevant to Atlas's investing/markets scope. However, Ada T. Thornhill has no verifiable web presence, epubli is a self-publishing platform with minimal editorial standards, and the 2026 publication date raises questions about the book's existence or legitimacy. With zero ratings, no reviews, and no web evidence, this cannot be confidently kept or dropped without human review.",unknown author with no web presence; published by epubli (self-publishing platform); publication year 2026 (future/unverified); no ratings or reviews found; no web evidence available,204,Zero-Fee Illusion
213,Strategic Trading in Illiquid Markets,Burkart Mönch,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This appears to be a published doctoral thesis on market microstructure and illiquid markets trading strategies, published by Springer in 2005. The topic is relevant to trading and financial markets, and Springer is a credible academic publisher. However, with no ratings, no web evidence, and thesis-format origins, it is a narrow specialist work with uncertain impact; a human reviewer should assess whether it adds unique value to Atlas's catalog.",thesis/academic dissertation format; no web evidence found; no ratings or reviews available; narrow specialist topic,205,Strategic Trading in Illiquid Markets
214,The Structural Trading Constitution,Donovan Sandifer,metadata_only,DROP_D,medium,low,drop,ok,,,none,,"No web evidence, no ratings, and no verifiable track record for the author or publisher. The book is independently published with a future publication date of 2026, raising authenticity concerns. While the topic (liquidity, institutional participation, market structure) is relevant to trading, the lack of any corroborating evidence of quality or credibility makes this insufficient for inclusion without further review.",independently published; unknown author with no web presence; publication year 2026 (future/unverified); no ratings or reviews; no web evidence found; description reads as self-promotional doctrine,206,The Structural Trading Constitution
215,The Liquidity Blueprint,Ishan Saraf,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This book has no web presence, no ratings, an unknown author, and a vanity/unknown publisher. The description is laden with hyperbolic marketing language and retail-vs-institutional tropes common in low-quality trading content. The terminology (Judas Swing) is associated with derivative ICT/SMC content that is widely considered low-credibility in professional trading circles. No evidence of canonical status, credible authorship, or community recognition exists.","Unknown author with no web presence or verifiable credentials; Unknown/vanity publisher (Writer's Pocket); No ratings or reviews found anywhere; Description uses hyperbolic marketing language ('masterclass', 'professional-grade strategies', 'dismantles illusions'); 2025 publication with zero web evidence or community discussion; Retail vs. smart money / institutional framing is a common low-quality trading book trope; 'Judas Swing' terminology associated with low-quality ICT-derivative content",207,The Liquidity Blueprint
216,"The Hidden Cost Trap: Uncovering Fees, Spreads, and Slippage—and the Simple Strategies to Keep More of Your Money",Quentin Ashbourne,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"The book is explicitly marketed as a 'beginner's guide' and published by BookRix, a self-publishing platform with minimal editorial standards. The author Quentin Ashbourne has no discernible web presence or credibility signals, and there are zero ratings or reviews anywhere. The description and framing trigger the hard red-flag rule for beginner-targeted content from an unverified author on a vanity press.",explicitly labeled beginner's guide; unknown author with no web presence; published by BookRix (self-publishing/vanity platform); no ratings or reviews found; 2025 publication with zero web evidence,208,"The Hidden Cost Trap: Uncovering Fees, Spreads, and Slippage—and the Simple Strategies to Keep More of Your Money"
217,Market Microstructure & High-Frequency Trading,"Hayden Van Der Post, James Preston",metadata_only,DROP_D,medium,high,drop,ok,,,none,,"The author names Hayden Van Der Post and James Preston are associated with 'Reactive Publishing,' a known AI-generated content operation producing high volumes of low-quality independently published finance books. No web evidence, reviews, or credible citations exist for this title. Despite the relevant topic (market microstructure, HFT), the provenance and publisher strongly indicate a low-quality, algorithmically generated work that should not be included in Atlas.","Independently published with no verifiable author credentials; Published 2025 with no web presence or reviews; 'Reactive Publishing' imprint associated with low-quality AI-generated content mills; Hayden Van Der Post / James Preston are pen names linked to prolific AI-generated book series; Step-by-step guide / practitioner framing with no cited expertise; No web evidence, citations, or reading-list mentions",209,Market Microstructure & High-Frequency Trading
218,Architecting AI Forex Trading Systems,Konstantin Titov,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The book is topically relevant to Atlas (AI-driven forex/trading systems) and the description avoids overt 'get rich' or shortcuts language, explicitly disclaiming 'magic algorithms.' However, it is independently published, attributed to an unknown author (Konstantin Titov) with no verifiable web presence, and dated 2026 with zero ratings or reviews, making quality assessment impossible from available evidence. A human review is warranted before inclusion.",independently published; year 2026 (future/not yet released); unknown author with no web presence found; no ratings or reviews available,210,Architecting AI Forex Trading Systems
219,Reinforcement Learning for Live Market Execution,Sterling Whitmore,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic — reinforcement learning applied to live market execution and algorithmic trading — is highly relevant to Atlas's scope and the description sounds technically oriented rather than pop-finance. However, the author 'Sterling Whitmore' has no verifiable web presence, the book is independently published in 2025 with zero reviews or citations found, and no external evidence supports quality claims. Without corroborating evidence of author credentials or reader reception, this requires human review before inclusion.",independently published; unknown author with no verifiable credentials; 2025 publication with no web presence or reviews; no rating data available,211,Reinforcement Learning for Live Market Execution
220,Execution Intelligence,James Preston,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic—execution quality, order routing, and algorithmic order engines for retail traders—is highly relevant to Atlas's trading/markets scope. However, the book is independently published in 2025 by an unknown author (James Preston) with zero web presence, no ratings, and no community validation. The description is substantive and not obviously a summary/workbook, but without any corroborating evidence of credibility, a human review is warranted before inclusion.",independently published; 2025 publication with no web evidence; unknown author; no ratings or reviews found,212,Execution Intelligence
221,Nonlinear Risk Systems,James Preston,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"The topic — nonlinear risk, tail events, convexity, regime shifts, feedback loops — is highly relevant to Atlas's investing and financial markets scope, and the description reads as substantive and practitioner-oriented rather than superficial. However, the author James Preston is unknown with no verifiable credentials found, the publisher is independent, the book is dated 2026 suggesting it is not yet published, and there is zero web evidence or rating data to corroborate quality. A human review is warranted before inclusion.",independently published; year 2026 (future/pre-release); unknown author with no web presence found; no ratings or reviews available,213,Nonlinear Risk Systems
222,Trading and Investing for Beginners,Rubén Villahermosa,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"The title explicitly contains 'for beginners', triggering the hard red-flag rule for DROP_D. The book is self-published with no verifiable ratings or reviews, and the description uses beginner/introductory framing with no evidence of canonical status or credible endorsements. No override conditions are met.",'for beginners' in title; self-published; no ratings or reviews found; description uses 'learn from scratch' beginner framing; self-promotional 'Amazon bestseller' claim in description,214,Trading and Investing for Beginners
223,Financial Market Liberalization,Olin Lewis Wethington,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Published by McGraw-Hill in 1994, this title on financial market liberalization is potentially relevant to macro and financial markets but no web evidence, ratings, or description exist to confirm quality or scope. The author Olin Lewis Wethington is not widely recognized in standard financial literature based on available metadata. Without additional evidence, a human review is warranted before inclusion.",no web evidence; no ratings or reviews found; no description available; 1994 publication may be dated,215,Financial Market Liberalization
224,Protecting Shareholder Value,Abraham M. George,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"The book covers corporate financial market risk, hedging, and exposure management from a practitioner's perspective, which is moderately relevant to Atlas's investing/markets scope. However, there is no publisher, no ratings, no web evidence, and no manual annotations to establish credibility or canonical status. The 1996 date and absence of any corroborating evidence make this a borderline case requiring human review.",no publisher listed; no ratings or reviews found; 1996 publication may be outdated for market risk coverage; no web evidence to verify credibility,216,Protecting Shareholder Value
225,Towards Harmonious Society,Alfred Aisedionlen,metadata_only,DROP_D,low,high,drop,ok,,,none,,"The title 'Towards Harmonious Society' signals a social or political philosophy work with no apparent connection to investing, trading, financial markets, or macro. There is no publisher, no ratings, no web evidence, and no description to suggest otherwise. This book has no relevance to Atlas's scope and no quality signals to justify retention.","no publisher; no ratings or reviews; no web evidence; title suggests social/political philosophy, not investing or financial markets; 1989 obscure publication with no traceable footprint",217,Towards Harmonious Society
226,Impact of the COVID-19 Pandemic on Trade and Development,United Nations Publications,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This is a United Nations institutional report on COVID-19's impact on trade and development, which has tangential relevance to macro and trade topics within Atlas's scope but is primarily a policy document rather than an investing or trading resource. No ratings or web evidence are available to assess quality or reception. The UN is a credible publisher for macro/trade data, but the report's policy-recommendation framing and development focus make it a weak fit for Atlas's core audience of investors and traders.",no web evidence; no rating data; government/UN institutional report rather than investment/trading-focused book,218,Impact of the COVID-19 Pandemic on Trade and Development
227,"American Book Publishing Record Cumulative, 1876-1949",R.R. Bowker Company. Department of Bibliography,metadata_only,DROP_D,low,high,drop,ok,,,none,,"This is a bibliographic reference catalog (R.R. Bowker's cumulative book publishing record) covering titles published between 1876 and 1949. It has no relevance to investing, trading, financial markets, or macroeconomics. It is a library reference tool, not a substantive work in Atlas's domain.","bibliographic reference catalog, not a book about investing or financial markets; no relevance to Atlas scope",219,"American Book Publishing Record Cumulative, 1876-1949"
228,Basics of Multilateral Institutions and Multinational Organizations,G. Gregory Letterman,metadata_only,DROP_D,low,medium,drop,ok,,,none,,"This appears to be a legal reference directory cataloguing multilateral institutions for international law practitioners, not an investing, trading, or macro-focused work. The description focuses on organizational identification rather than financial analysis or market insight. No ratings, reviews, or credible reading-list mentions exist to override the low relevance assessment. The book falls outside Atlas's core scope and lacks the quality signals needed for inclusion.",reference/directory format rather than investing/trading insight; no ratings or reviews found; 2002 publication likely outdated; publisher appears self-titled/niche legal reference series; tangential to core investing/trading/markets/macro scope,220,Basics of Multilateral Institutions and Multinational Organizations
229,Monetary Policy in the Countries of the European Economic Community,European Economic Community. Monetary Committee,metadata_only,DROP_D,low,medium,drop,ok,,,none,,"This is a 1974 European Economic Community Monetary Committee institutional report on monetary policy, likely a dry policy/regulatory document rather than an investing or trading reference. No web evidence, ratings, or reviews exist to establish reputation or readership. Given its age, institutional nature, and narrow scope as an EEC policy document, it holds little relevance for Atlas's investing, trading, and financial markets audience.",1974 institutional report; no ratings or reviews; narrow historical/policy document; low general relevance for investing/trading audience,221,Monetary Policy in the Countries of the European Economic Community
230,European Monetary Union,Georges Caravelis,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This 1994 academic study on European Monetary Union is topically relevant to macro/financial markets but has no publisher, no ratings, and no web evidence to assess quality or reputation. The author Georges Caravelis is unknown and the book predates EMU's actual implementation, limiting its current relevance. Without any corroborating evidence of quality or canonical status, a human review is warranted before keeping or dropping.",no publisher listed; no ratings or reviews found; obscure author with no web presence; 1994 publication may be outdated for EMU analysis,222,European Monetary Union
231,Value Investing: A Guide for Individual Investors,Miguel A. Muñoz,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This is a self-published book with no ratings, no reviews, and no web evidence of credibility or adoption. The description is generic, leaning on Graham and Buffett name-drops without demonstrating original scholarship or practitioner authority. The self-publishing model combined with zero discoverability and beginner-oriented framing places this firmly in DROP_D territory.",self-published (author as publisher); no ratings or reviews found; no web presence or evidence; 'for individual investors' beginner framing; generic description heavily name-dropping Graham/Buffett without original credential signals,223,Value Investing: A Guide for Individual Investors
232,"Value Investing Essentials: Principles, Strategies, and Insights",Abhishek Parihar,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This is a self-published book by an unknown author with no external ratings, reviews, or web presence. The description uses self-promotional language ('renowned coach') without verifiable credentials, and the title/framing ('Essentials,' 'comprehensive guide') signals a generic introductory work. No evidence of canonical status, credible publisher, or meaningful readership to override the weak provenance.",self-published (author as publisher); no web evidence or ratings; generic title with 'Essentials' and 'for beginners' framing; unknown author with self-promotional 'renowned coach' claim; 2024 with zero Atlas annotations or external recognition,224,"Value Investing Essentials: Principles, Strategies, and Insights"
233,Stock Market Investing Course,Brian Smith,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This book is explicitly framed as a beginner 'course' with a generic, unknown author and a placeholder publisher, all strong signals of low-quality self-published content. No ratings, reviews, or web evidence exist to override these concerns. The description covers only basic introductory material with no indication of canonical status or specialist credibility. Hard red-flag rule applies due to 'course' framing and 'for beginners' targeting.",titled as a 'course'; explicitly targets beginners; unknown author with no web presence; placeholder publisher ('THE PUBLISHER'); no ratings or reviews found; no year of publication,225,Stock Market Investing Course
234,Mastering Stock Market Investing: From History to Strategy,HECTOR J. M,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"Published by the author themselves ('HECTOR J. M'), with no web presence, no ratings, and no reviews found anywhere. The title and description are generic and formulaic, targeting both novice and experienced investors with standard stock market topics, showing no unique expertise or authoritative perspective. The absence of any credibility signals — no publisher, no reviews, no citations — makes this a clear drop.",self-published by unknown author; no ratings or reviews found; generic 'mastering' title targeting 'novice and experienced investors'; no web presence or credibility signals; 2024 unknown author with no track record,226,Mastering Stock Market Investing: From History to Strategy
235,Fundamentals of Investment Management,"Geoffrey A. Hirt, Stanley B. Block",metadata_only,REVIEW_C,high,low,review,ok,,,none,,"This is a comprehensive investment management textbook by Hirt and Block covering equities, bonds, options, technical analysis, and financial statement analysis — highly relevant to Atlas's scope. Published in 1990 by Irwin Professional Publishing, it is likely a solid academic text, but it is dated and there is no web evidence or ratings to confirm its current standing or reputation. Given the metadata-only basis and age, a human review is warranted to determine if it merits inclusion over more modern alternatives.",dated (1990); no web evidence found; no ratings available; textbook format may limit practical trading/investing depth,227,Fundamentals of Investment Management
236,Fundamentals of Investments,"Gordon J. Alexander, William F. Sharpe, Jeffery V. Bailey",metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Co-authored by William F. Sharpe (Nobel laureate, creator of the Sharpe ratio), this is a credible academic investments textbook with strong foundational relevance to investing and financial markets. The 1993 edition is older but the authorship lends it canonical weight as an introductory investments text. No web evidence or ratings are available, but the author credentials and subject matter (securities analysis, institutional features, investment theory) are directly relevant to Atlas's scope.",,228,Fundamentals of Investments
237,Investing in the Nigerian Capital Market,Suleiman Akwu-Odo Salihu Aruwa,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This 2007 book focuses on the Nigerian capital market, which is relevant to investing/financial markets but in a narrow regional context. There is no publisher information, no ratings, no web evidence, and no manual annotations in Atlas, making quality assessment very difficult. Given the lack of any corroborating evidence of credibility or wide recognition, a human review is warranted before keeping or dropping.",no publisher listed; no web evidence found; no ratings or reviews; narrow regional focus (Nigerian capital market),229,Investing in the Nigerian Capital Market
238,Valuing Financial Institutions,Z. Christopher Mercer,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Published by McGraw-Hill Professional Publishing, a credible academic/professional publisher, and authored by Z. Christopher Mercer, a recognized practitioner in business valuation. The title is directly relevant to financial institutions valuation, a specialized but important topic within investing and financial markets. The 1991 date makes it older but potentially foundational in its niche; without ratings or web evidence, confidence remains low but metadata supports a KEEP_B designation.",no web evidence found; older publication (1991); no ratings available,230,Valuing Financial Institutions
239,Electronic Swing Trading for Maximum Profit,Misha T. Sarkovich,metadata_only,DROP_D,medium,medium,drop,ok,,,none,,"Published in 2000 by Prima Lifestyles (a general trade publisher), this book has no ratings, no web presence, and no evidence of canonical status. The title's 'Maximum Profit' framing and the description's promotional language ('simple steps', 'trade like pros') trigger soft red flags. The electronic trading landscape has changed so dramatically since 2000 that the content would be largely obsolete, and there is no evidence this was a standout work even in its era.",'for maximum profit' hyperbolic framing; no web evidence or ratings found; 2000 publication date makes electronic trading content outdated; unknown/unverifiable author credentials; description uses 'simple steps' and 'increase profit' promotional language,231,Electronic Swing Trading for Maximum Profit
240,Practical Investment Management,Robert A. Strong,metadata_only,REVIEW_C,medium,low,review,ok,5.0,1,google,,"This is an introductory investments textbook from South-Western (a credible academic publisher) by Robert A. Strong, covering standard investment management topics with CFA-level depth. However, the single 5.0 Google rating provides no meaningful quality signal, no web evidence was found, and the 2001 publication date raises currency concerns. The textbook framing and beginner audience limit its relevance for Atlas's practitioner-focused investing corpus, warranting human review.","rating based on single review, statistically meaningless; introductory textbook aimed at first-time investment students; no web evidence or citations found; 2001 publication may be outdated",232,Practical Investment Management
241,Active Asset Allocation,"Walter R. Good, Jack R. Meyer",metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Published by McGraw-Hill in 1993, this is a professional-level text on asset allocation and portfolio management combining passive and active strategies — squarely within Atlas's investing/markets scope. Jack R. Meyer was a well-regarded institutional investor (Harvard Management Company), lending credibility to the authorship. No ratings or web evidence are available, but the publisher, professional audience framing, and subject matter support KEEP_B over a drop. The 1993 date means some content may be dated, but foundational asset allocation concepts retain relevance.",no ratings or reviews found; older publication (1993); no web evidence,233,Active Asset Allocation
242,Investing with Exchange-Traded Funds Made Easy,Marvin Appel,metadata_only,REVIEW_C,medium,low,review,ok,3.0,1,google,,"Published by a credible imprint (FT/Prentice Hall) with a domain-relevant author (Marvin Appel), but the 'Made Easy' framing, promotional 'will make you money' blurb, and introductory scope push toward a borderline drop. The single Google rating of 3.0 is essentially meaningless, and no web evidence exists to confirm broader reception or canonical status. Given uncertainty, a human review is warranted rather than an outright drop.",'Made Easy' title signals introductory/beginner framing; promotional blurb with 'will make you money' claim; only 1 rating with low score; no web evidence found; dated (2007),234,Investing with Exchange-Traded Funds Made Easy
243,Value Investing Today,Charles H. Brandes,metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Charles H. Brandes is a respected institutional value investor who founded Brandes Investment Partners and studied directly under Benjamin Graham. This book is a credible practitioner's guide to value investing, published by a reputable professional publisher, and the third edition signals sustained market demand. While no ratings data is available, the author's credentials and topic alignment with core Atlas themes (value investing, equities, Graham/Buffett tradition) support retention.",,235,Value Investing Today
244,Investment Banking and Investment Opportunities in China,K. Thomas Liaw,metadata_only,KEEP_B,medium,low,keep,ok,,,none,,"Published by John Wiley & Sons, a credible academic/professional publisher, and authored by K. Thomas Liaw, a finance professor with other published works in banking. The book covers investment banking and investment opportunities in China, which is relevant to financial markets and macro but is a specialist/regional focus. The 2007 publication date limits its practical utility given China's dramatic market evolution since then, but it may retain historical or structural value as a reference.",no web evidence found; no ratings available; dated (2007) for a rapidly evolving market,236,Investment Banking and Investment Opportunities in China
245,Finance and Investment Handbook,"John Downes, Jordan Elliot Goodman",metadata_only,KEEP_B,high,medium,keep,ok,,,none,,"Published by Barron's Educational Series, a credible financial publisher, and authored by John Downes and Jordan Goodman, who are well-regarded financial reference writers. The book is a comprehensive finance and investment reference/dictionary covering 5,000+ terms, investment opportunities, and corporate report analysis, making it highly relevant to Atlas's scope. Despite no web evidence or ratings, the cited praise from USA Today and Oakland Tribune, combined with the publisher's reputation and multiple updated editions, supports KEEP_B status as a credible specialist reference. No red flags for summary/workbook or hyperbolic claims.",,237,Finance and Investment Handbook
246,The Intelligent Guide to Stock Market Investment,"Kevin Keasey, Robert Hudson, Kevin Littler",metadata_only,REVIEW_C,high,low,review,ok,,,none,,"Published by John Wiley & Sons and authored by a team of financial researchers, this book appears credible and relevant to stock market investment. However, with no ratings, no web evidence, and a 1998 publication date, it is difficult to assess its current standing or impact. The description suggests a balanced, academic-practitioner approach that avoids simplistic formulas, which is a positive signal, but without corroborating evidence a human review is warranted.",1998 publication date makes content potentially outdated; no web evidence found; no ratings or reviews available,238,The Intelligent Guide to Stock Market Investment
247,Value Investing with the Masters,Kirk Kazanjian,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Published by a credible publisher (Prentice Hall Press) in 2002, this book presents interviews with 20 value-investing managers, a format with a strong tradition in the genre (similar to 'The Market Wizards' series). Kirk Kazanjian is a recognized investment author with multiple books on similar topics. No ratings data is available, but the subject matter is directly relevant to Atlas's core investing/value-investing coverage and shows no red flags of low quality or spam.",,239,Value Investing with the Masters
248,"Financial Institutions, Investments, and Management",Herbert B. Mayo,metadata_only,DROP_D,medium,medium,drop,ok,,,none,,"This is an introductory survey textbook explicitly designed for beginning students with no finance background, which falls outside Atlas's target of canonical/specialist investing and markets books. The description emphasizes beginner accessibility and cost competitiveness rather than depth or original insight. No ratings, reviews, or web evidence exist to support canonical status, and the 2001 publication date limits current relevance.",introductory textbook for beginners; minimal background assumed; no web evidence or ratings; dated (2001); purely educational survey text,240,"Financial Institutions, Investments, and Management"
249,"Investing with the Insiders, Legally","Aaron B. Feigen, Donald James Christensen",metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Published by Simon & Schuster in 1988, which lends some credibility, but there is no ratings data, no web evidence, and no description to evaluate content quality. The title suggests relevance to insider trading and legal investment strategies, which is within Atlas's scope, but the age of the book and lack of any corroborating evidence make a confident tier assignment impossible. A human review is warranted to determine whether this has lasting value or has been superseded.",no web evidence found; no ratings data; 1988 publication may be dated,241,"Investing with the Insiders, Legally"
250,The Psychology of Electronic Trading,Brendon C. W. Seeto,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"No web evidence, no publisher information, and no ratings are available for this book, making quality assessment highly uncertain. The topic — psychology of electronic trading — is relevant to Atlas's scope, but the author Brendon C. W. Seeto appears to have little to no established reputation in the field. Given the lack of any corroborating evidence of credibility or readership, a human review is warranted before inclusion.",unknown publisher; no ratings or reviews found; obscure author with no web presence; dated (2004) — electronic trading landscape has changed substantially,242,The Psychology of Electronic Trading
251,British Financial Markets and Institutions,"Jenifer Piesse, K. V. Peasnell, Charles W. R. Ward",metadata_only,REVIEW_C,medium,low,review,ok,5.0,1,google,,"Published in 1995 by a credible academic publisher (FT/Prentice Hall) with respectable authors, this is a legitimate academic textbook covering British financial markets and institutions. However, it is nearly 30 years old, making much of its institutional and regulatory content obsolete, and the single 5-star Google rating provides no meaningful quality signal. Its textbook/introductory nature and significant age make it borderline for Atlas's needs, warranting human review.",single rating — statistically meaningless; 1995 publication — significantly dated; introductory/textbook format; no web evidence found,243,British Financial Markets and Institutions
252,Fundamentals of Investment,Samuel O. Rice,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"This is a 1925 investment fundamentals text by Samuel O. Rice with no publisher, no ratings, no web evidence, and no existing annotations. The historical date and unknown author make it impossible to assess canonical status or quality. Without further evidence of the author's credentials or the book's influence, a human review is warranted before inclusion.",no publisher listed; no web evidence; 1925 publication date may limit practical relevance; unknown author,244,Fundamentals of Investment
253,The Pension Plan Investor,Daniel M. Kehrer,metadata_only,REVIEW_C,medium,low,review,ok,,,none,,"Published by Irwin Professional Publishing (a credible financial publisher) in 1991, this book targets pension plan investing which is relevant to the investing/financial markets scope. However, with no ratings, no web evidence, no description, and a 30+ year-old publication date (pension rules have changed substantially), there is insufficient evidence to confidently place it. A human reviewer should assess whether the content remains relevant or has been superseded.",1991 publication may be outdated for pension regulations; no web evidence found; no ratings available,245,The Pension Plan Investor
254,Technical Analysis of the Futures Markets,John J. Murphy,metadata_only,KEEP_A,high,high,keep,ok,,,none,,"John J. Murphy is one of the most respected authorities in technical analysis, and this 1986 book is a foundational text in the field — essentially the precursor to his landmark 'Technical Analysis of the Financial Markets.' Published by Prentice Hall Press and covering futures markets specifically, it is widely cited on trading and technical analysis reading lists. Canonical override applies: the author's credibility and the book's foundational status are well established despite the absence of ratings data.",,246,Technical Analysis of the Futures Markets
255,Technical Analysis Of Stock Market For Beginners,Stock Market Guru,metadata_only,DROP_D,medium,high,drop,ok,,,none,,"This book triggers multiple hard red flags: the 'For Beginners' suffix, an anonymous author/publisher named 'Stock Market Guru,' no publication year, and no ratings or web presence. The description appears to be lifted wholesale from John Murphy's 'Technical Analysis of the Financial Markets,' strongly suggesting this is a low-quality derivative or plagiarized work. There is no credible evidence to override a DROP_D classification.","'For Beginners' in title triggers hard red-flag rule; Author and publisher both listed as 'Stock Market Guru' — anonymous/spammy identity; No publication year, no web evidence, no ratings; Description appears to be plagiarized/copied from John Murphy's canonical technical analysis book; No credible publisher",247,Technical Analysis Of Stock Market For Beginners
256,The Day Trader's Manual,William F. Eng,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"William F. Eng is a credible technical analyst and author (also wrote 'The Technical Analysis of Stocks, Options & Futures'), and this 1993 Wiley-era book covers systematic day-trading frameworks for futures, options, and equities — directly within Atlas scope. No ratings data available, but the description is substantive and professional, with no red flags of low-quality content. Without web evidence or ratings, confidence is low, but the author's track record and publisher context support keeping it as a credible specialist title.",,248,The Day Trader's Manual
257,Jake Bernstein's Facts on Futures,Jacob Bernstein,metadata_only,KEEP_B,high,low,keep,ok,,,none,,"Jacob Bernstein is a well-known futures trading educator and author with a substantial body of work in the field; Irwin Professional Publishing is a credible financial publisher. The book covers futures trading mechanics and advanced trading topics, which are highly relevant to Atlas's scope. No ratings or web evidence are available, but the author's reputation and publisher credibility support keeping it as a specialist resource. The 1987 date means some mechanics content may be dated, but foundational futures trading concepts remain relevant.",no ratings or reviews found; 1987 publication date may limit contemporary relevance,249,Jake Bernstein's Facts on Futures
258,How the Average Investor Can Use Technical Analysis for Stock Profits,James Dines,metadata_only,REVIEW_C,high,low,review,ok,,,none,,"James Dines is a historically notable technical analyst and newsletter writer ('The Dines Letter'), giving this 1972 work some credibility as an early technical analysis text. However, no ratings, reviews, or corroborating web evidence are available to confirm its standing. The title's 'average investor' framing is mildly concerning but not disqualifying given the era and author's reputation. Without further evidence, a human review is warranted to determine if it has canonical status in early technical analysis literature.",'average investor' framing borders on mass-market accessibility pitch; 1972 publication with no web evidence or ratings,250,How the Average Investor Can Use Technical Analysis for Stock Profits
